title,image,date,latitude,longitude
"Natural arch Moon Hill (Yuèliàng Shān), Yangshuo, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2018/09/140c5fa1ea43eec568b65ee7e8c3b1e7-1024x576.jpg,9/19/2018,24.721847,110.476957
"Karst formations reflected in Yulong River, Yangshuo, China",https://windows10spotlight.com/wp-content/uploads/2024/04/250c129eb412804d411e088bdd675f44-1024x576.jpg,4/25/2024,24.751346,110.451368
"Harvested rice fields at sunset near Yangshuo, Guangxi Region of China",https://windows10spotlight.com/wp-content/uploads/2022/03/7cfe43c26180091cbdf28136cb37be1d-1024x576.jpg,3/26/2022,24.756744,110.453445
"Miyakojima in summer, Ikema ohashi seen from Miyakojima side, Miyako Islands, Okinawa, Japan",https://windows10spotlight.com/wp-content/uploads/2020/02/6586021053947e279878c98cf72eef86-1024x576.jpg,2/1/2020,24.7673666,125.3246769
"Dragon Bridge over the Li River, Yangshuo, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2025/09/8e79035679524cf575a151f0f6ce6069-1024x576.jpg,6/6/2025,24.775541,110.492504
"The dawn at Xianggang hill with view of the Li River, Yang Shuo, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2020/08/c1c44d08dc20564631741130e9cfc6ae-1024x576.jpg,8/6/2020,24.775541,110.492504
"Sunset view of Li River, Yangshuo, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2020/07/c6b45d83c46635192a295793dc3fe49d-1024x576.jpg,7/16/2020,24.775541,110.492504
"Sunrise over the clouds with karst formation mountains in Guilin, Yangshuo, China",https://windows10spotlight.com/wp-content/uploads/2018/01/dacb941ce26ae12d1371e0eeec579af0-1024x576.jpg,1/2/2018,24.7784299,110.49663
"Cactus grows in the desert on Isla San Francisco, Mexico",https://windows10spotlight.com/wp-content/uploads/2022/03/5ebc49920cd07efe00e843053557cdb2-1024x576.jpg,3/19/2022,24.8290703,-110.5721975
"Sunayama beach on Miyakojima island in summer, Okinawa, Japan",https://windows10spotlight.com/wp-content/uploads/2021/10/2831b4d1ec6a14385f61d1780bc70901-1024x576.jpg,10/22/2021,24.8395634,125.2806924
"View of Chittor Fort, Chittorgarh, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2025/11/5ca118a4c2f31e6c1155b040d1ea70c1-1024x576.jpg,9/23/2025,24.8839686,74.6473548
"Blooming rapeseed field in Luoping, Yunnan Province, China",https://windows10spotlight.com/wp-content/uploads/2020/08/79838faddd13ef2f3e397d53f199b294-1024x576.jpg,8/1/2020,24.8846799,104.3087
"Milky way over yellow rapeseed flower field, Luoping, China",https://windows10spotlight.com/wp-content/uploads/2017/08/fe39c67266e53dd709c482325ebfdcc8-1024x576.jpg,8/24/2017,24.8846799,104.3087
"The canola fields, Luoping, Yunnan, China",https://windows10spotlight.com/wp-content/uploads/2017/01/d1231236714fe20ad89ef842e4ec6f45-1024x576.jpg,1/9/2017,24.8846799,104.3087
"Meera Temple hindu temple in Chittor Fort, Chittorgarh city, Rajasthan state, India",https://windows10spotlight.com/wp-content/uploads/2023/01/1c235d7e82aac3913baefaaa564a9ae7-1024x576.jpg,1/17/2023,24.8903313,74.6449405
The wavy singing sand dunes in Al Kharrara in Qatar captured during sunset,https://windows10spotlight.com/wp-content/uploads/2022/11/08e1923c57bb77359bf0b5ba06b539f5-1024x576.jpg,11/8/2022,24.9008054,51.1716107
"Karst mountain landscape, Yangshuo, Guilin, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2021/10/db242194664b8b9dc9c63b19cb63b6fd-1024x576.jpg,10/18/2021,24.910458,110.534639
"Heaven-Linking Avenue or Big Gate Road, Tianmen Mountain, Hunan, China",https://windows10spotlight.com/wp-content/uploads/2017/10/7c684ab8bf6eca72e9aa235d2d02c7e0-1024x576.jpg,10/14/2017,25.01163,112.77401
"River flow in forest with sun ray, New Taipei City, Taiwan",https://windows10spotlight.com/wp-content/uploads/2017/05/0812b97aaa6a94c82b878e0693b64f8a-1024x576.jpg,5/30/2017,25.0169826,121.4627868
"Taipei City skyline view from Elephant Mountain at dawn, Taiwan",https://windows10spotlight.com/wp-content/uploads/2024/05/b7a5151b9ed78c331c258676a1daa51f-1024x576.jpg,5/1/2024,25.027223,121.5764989
"Yacht anchored of a tropical island in the Caribbean Sea, Bahamas",https://windows10spotlight.com/wp-content/uploads/2024/05/f9c05d2b791264a1873e4e86e3e86637-1024x576.jpg,5/5/2024,25.03428,-77.39628
"Aerial view of great landscape, glass fields at Huixian Town, Guilin, China",https://windows10spotlight.com/wp-content/uploads/2023/10/97a91966a8bc38a8232f0f2f58a93e05-1024x576.jpg,10/19/2023,25.066061,110.216462
"Coral reef on Red Sea, Marsa Alam, Egypt",https://windows10spotlight.com/wp-content/uploads/2023/11/3133e1904abde430926078dddce31973-1024x576.jpg,11/13/2023,25.0676256,34.8789697
"Dubai skyline at sunset with city center lights and Sheikh Zayed road, UAE",https://windows10spotlight.com/wp-content/uploads/2021/07/09dbc8c05a04bad39cc53958e2e7ff9f-1024x576.jpg,7/7/2021,25.0699544,55.1370806
"Fog season in Dubai, Dubai Marina view from Cayan Tower, UAE",https://windows10spotlight.com/wp-content/uploads/2016/11/ea9c35ba1b364feb9d47b322edef3b86-1024x576.jpg,11/16/2016,25.0792439,55.1427251
"Beach with boats near Dubai Marina with view on the skyline, UAE",https://windows10spotlight.com/wp-content/uploads/2018/12/c4ebbc48a79fcb28122cbbb11e9130e5-1024x576.jpg,12/20/2018,25.0806744,55.1397921
"Moon Bridge In Dahu Park at dawn, Neihu, Taipei, Taiwan",https://windows10spotlight.com/wp-content/uploads/2020/03/c3d6cf707aaa619b50ebb0cd8c3b63cc-1024x576.jpg,3/15/2020,25.0809742,121.6035153
"Rose Island on a sunny day photographed from an aerial perspective, Bahamas",https://windows10spotlight.com/wp-content/uploads/2025/03/1aef081bbb5fcdaa94499f6e9e4c306f-1024x576.jpg,12/28/2024,25.0874121,-77.2218338
"Scenic sunset shot in the Florida Keys, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2023/04/c8bf01109b20ae0e837693003f7e06b6-1024x576.jpg,4/22/2023,25.0979464,-80.4369215
"U-Turn section, Jinshui Highway, Jinguashin, New Taipei, Taiwan",https://windows10spotlight.com/wp-content/uploads/2016/12/baad75cc830802d371812f2a13c23356-1024x576.jpg,12/6/2016,25.1116066,121.8569388
"Night view of pedestrian Crescent Bridge over Tamsui River in New Taipei City, Taiwan",https://windows10spotlight.com/wp-content/uploads/2024/04/e13a0c22fa1357cef95552013f3051c8-1024x576.jpg,4/26/2024,25.1152935,121.4570305
"Pedestrian Crescent Bridge with a glass-bottom trail, Tamsui River, New Taipei City, Taiwan",https://windows10spotlight.com/wp-content/uploads/2020/10/290aca4162204def1f5f74f4272a0ce5-1024x576.jpg,10/5/2020,25.1152935,121.4570305
"Moments in Between, night view of Meydan Bridge in Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2024/04/961ef384dcf1b41c65f6f1273f59dc8d-1024x576.jpg,4/15/2024,25.160881,55.2963895
"Crossroads view from the roof, The Sheikh Zayed Road, Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2017/08/333eef1d97558861ca2d0444e0f5d978-1024x576.jpg,8/15/2017,25.1839238,55.2545427
"Dubai Downtown in beautiful fog, United Arab Emirates",https://windows10spotlight.com/wp-content/uploads/2024/01/1da873de264c998b3f761ed754a6b046-1024x576.jpg,1/15/2024,25.1935406,55.2800032
"Boat and fishing dock during caribbean sunset, Eleuthera island, Bahamas",https://windows10spotlight.com/wp-content/uploads/2024/05/8b9c101c4a06bf99b7a302167756b96d-1024x576.jpg,5/4/2024,25.1956755,-76.2439136
"New Year fireworks display in Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2021/06/a49a52342a20c5dca036cbb5a3990b05-1024x576.jpg,6/19/2021,25.2048493,55.2707828
"Dubai urban skyline at sunset, United Arab Emirates",https://windows10spotlight.com/wp-content/uploads/2021/05/af3dc22f1840ca65b88532e6016b6b84-1024x576.jpg,5/17/2021,25.2048493,55.2707828
"Aerial view of cityscape with skyscrapers above the clouds in Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2019/07/abf36aab2b05b64e54c1b3d368d62dc5-1024x576.jpg,7/26/2019,25.2048493,55.2707828
"Beautiful Dubai beach in sunset light with view on a luxury modern city, UAE",https://windows10spotlight.com/wp-content/uploads/2019/01/1d704568bb9e483e2e1dd69f1c71ec78-1024x576.jpg,1/8/2019,25.2048493,55.2707828
"Downtown, Sheikh Zayed Road, Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2017/11/ee0bdc06530af848c13b54f38f9e9029-1024x576.jpg,11/19/2017,25.2121958,55.2747605
"Museum of the future at sunset, Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2025/12/af0a95f71a38e71efab4b9700cd521f6-1024x576.jpg,11/23/2025,25.2192034,55.2819328
"Sunset over the vivid sand dunes in the deserts of Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2017/08/88cae0809a553cc889e390353cd51e86-1024x576.jpg,8/6/2017,25.2488209,55.3119921
"River waterfall in  Xiaoqikong Scenic Area, Libo County, Guizhou province, China",https://windows10spotlight.com/wp-content/uploads/2021/05/c555f53a9d0a72dc60e6ab10c9220877-1024x576.jpg,5/8/2021,25.2613311,107.7340132
"Milky way in a starry sky over a giant sand dune, Dubai, UAE",https://windows10spotlight.com/wp-content/uploads/2023/12/064a3a971bc1ac2d7f5c8837105a003b-1024x576.jpg,12/14/2023,25.2648375,55.321667
"Elephant Trunk Hill in the City of Guilin, China",https://windows10spotlight.com/wp-content/uploads/2017/06/8b88ce0cf7011d81f552428e50b9615c-1024x576.jpg,6/18/2017,25.266947,110.293263
"Rurality in Guilin, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2021/05/a0a286fd9a1b0b5bf56e3f7b994de2c7-1024x576.jpg,5/18/2021,25.2736099,110.29002
"Banyan Lake, Guilin, Guangxi Province, China",https://windows10spotlight.com/wp-content/uploads/2023/03/588912224076cba314ef0d13bbe35a38-1024x576.jpg,3/2/2023,25.27521,110.28885
"Reflections in still water inside the Reed Flute Cave, Guilin, China",https://windows10spotlight.com/wp-content/uploads/2017/08/89c29344cf4439993e72a3e96c6e3a4b-1024x576.jpg,8/18/2017,25.304409,110.273614
"Beautiful landscape on river Ganges with colorful sky at dusk, Varanasi, Uttar Pradesh, India",https://windows10spotlight.com/wp-content/uploads/2025/12/57c06f6da5a690759eebe537e5eb9bcc-1024x576.jpg,10/2/2025,25.3176452,82.9739144
"Sunset at Dukhan, Doha, Qatar",https://windows10spotlight.com/wp-content/uploads/2017/08/f1b00ce8366ce951d84d3b34443b2317-1024x576.jpg,8/31/2017,25.3200172,51.440231
"View of Nazas River at sunrise in area of Canon de Fernandez in Durango, Mexico",https://windows10spotlight.com/wp-content/uploads/2018/11/fa2b9cfc50710e546e595f3f0dbc0156-1024x576.jpg,11/27/2018,25.3202819,-103.752088
Desert sea coast summer landscape in Qatar,https://windows10spotlight.com/wp-content/uploads/2022/11/61382186946432ac2df69bf9de736632-1024x576.jpg,11/20/2022,25.354826,51.183884
"Xiaoqikong ancient bridge natural scenery, Libo, Guizhou, China",https://windows10spotlight.com/wp-content/uploads/2022/11/9fbbd29f218cf48fa75e5300d5c39bfb-1024x576.jpg,11/10/2022,25.41701,107.67719
"Aerial view of Glass Window Bridge, North Eleuthera, Bahamas",https://windows10spotlight.com/wp-content/uploads/2023/03/5a1debe783dfb445c18e002fc12c00f4-1024x576.jpg,3/7/2023,25.4376,-76.6042
Ritymmen bridge is the longest living root bridge in Meghalaya in India,https://windows10spotlight.com/wp-content/uploads/2021/08/4833965a3a27c04da524c3de93c6b815-1024x576.jpg,8/14/2021,25.4670308,91.366216
"Landscape at the Old Caravan Route near Dakhla Oasis, Libyan Desert, Sahara, Egypt",https://windows10spotlight.com/wp-content/uploads/2021/02/5dece8d849b26c314ddc044fc38703e1-1024x576.jpg,2/4/2021,25.5324726,28.9499534
"Cormorants babies early morning, Hawar Islands, Bahrain",https://windows10spotlight.com/wp-content/uploads/2020/06/2b5ac8a74806aa971013db7a5eab1265-1024x576.jpg,6/19/2020,25.6709465,50.78326561
"Lighthouse in Bill Baggs Cape Florida State Park, Key Biscayne, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2023/02/65ea55c32781ceacb240aec44a8cdc05-1024x576.jpg,2/21/2023,25.6755217,-80.1590677
"Bill Baggs State Park Lighthouse on beach, Miami, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2018/03/3fd47f27e58698d0acd5456d065d022e-1024x576.jpg,3/9/2018,25.6755217,-80.1590677
"Luxor sunset on the Nile River, Aswan, Egypt",https://windows10spotlight.com/wp-content/uploads/2022/09/6fddcf6cf18d9ab6e8725dcea7099680-1024x576.jpg,9/24/2022,25.6872431,32.6396357
"View of town and Luxor Temple across the Nile River, Thebes, Egypt",https://windows10spotlight.com/wp-content/uploads/2021/01/5eae60c3e57fe3567419ca68c06895b8-1024x576.jpg,1/12/2021,25.6872431,32.6396357
"River Nile at late afternoon before sunset, Luxor, Egypt",https://windows10spotlight.com/wp-content/uploads/2018/12/c4882f207a1e66ecbac903cd5883699a-1024x576.jpg,12/13/2018,25.6872431,32.6396357
"Aerial view of Florida Everglades National Park, USA",https://windows10spotlight.com/wp-content/uploads/2023/05/b49ce4fa00675422737b7a28a69baef9-1024x576.jpg,5/31/2023,25.745929,-80.5549561
"Great egret at sunrise in a pink colored marsh, Everglades national park, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2020/09/d7c57265ba3df8e3020d97a53ad9e649-1024x576.jpg,9/17/2020,25.745929,-80.5549561
"Wetland aerial view in Everglades National Park, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2018/06/9778d20aa8ba83b3ab678897b80811e5-1024x576.jpg,6/13/2018,25.745929,-80.5549561
"Everglades National Park aerial view, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2017/02/47a945ed60010ef244dfafa24facee52-1024x576.jpg,2/11/2017,25.745929,-80.5549561
"View of South Beach at Miami from South Pointe Park in summer, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2022/03/d80db9671aa092d49b2d1ef778e99fc0-1024x576.jpg,3/16/2022,25.7663809,-80.134671
"View across Brickell Key, Miami River and Downtown Miami, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2021/10/77ca5a530e7d930eaf85b2b61a25e757-1024x576.jpg,10/27/2021,25.7675232,-80.1854142
"Famous Miami South Beach sunrise with lifeguard tower, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2022/04/08f39bb541e32442b6ac3905b6a8da5b-1024x576.jpg,4/20/2022,25.7675478,-80.1307419
"Aerial view of Ocean Drive, South Beach, Miami, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2021/05/37bc2368c2ee5cc25fde2a79e811afac-1024x576.jpg,5/15/2021,25.7685206,-80.1332032
"Longji rice terraced fields in Longsheng, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2023/11/8a00cd40ab34e99aff89e69b5fa7e7f4-1024x576.jpg,11/11/2023,25.77043,110.13218
"Downtown Miami buildings, Biscayne Bay, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2020/03/346901cc0491be2d0ddd3c37135bad84-1024x576.jpg,3/12/2020,25.7734295,-80.1902288
"Pink flamingos with heart shaped necks, Miami, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2018/02/4246c4b69015299ad8b10577c7c5cfab-1024x576.jpg,2/7/2018,25.7749743,-80.1920834
"View across Bayside Marketplace and Port Boulevard, Downtown Miami, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2021/06/09d2032868b215fc9b8d61ccd385cdcd-1024x576.jpg,6/28/2021,25.7784025,-80.1867938
"View across South Miami Beach in Miami, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2022/02/16c4c7bc09bbd04c48a0bc8776406a48-1024x576.jpg,2/10/2022,25.7826123,-80.1340772
"View across Jinkeng Rice Terraces, Tian Tou Village near Longsheng, Guilin, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2024/11/9b71d59df6e5279b1b21515528e3ac96-1024x576.jpg,11/6/2024,25.78807,109.82683
"Dazhai village with rice paddy terraces in Longsheng, Guilin, Guangxi, China",https://windows10spotlight.com/wp-content/uploads/2020/05/f80ec5b6dbe2cffc79cc900e9e01354e-1024x576.jpg,5/16/2020,25.806202,110.156601
"Rocks of Sahara Desert, Tassili N'Ajjer national park, Illizi, Algeria",https://windows10spotlight.com/wp-content/uploads/2023/03/e7dd3de994d22d6189783f09a7b19c06-1024x576.jpg,3/11/2023,25.8135945,8.1338558
"Copper Canyon in the Sierra Madre Occidental mountains at sunset, Chihuahua, Mexico",https://windows10spotlight.com/wp-content/uploads/2024/11/0f31a9b8ad89edaf687776132c8b5aa0-1024x576.jpg,11/21/2024,25.956111,-107.047778
"A very rocky coastline beach on the southwest side of Baja California Sur, Mexico",https://windows10spotlight.com/wp-content/uploads/2024/03/249057a72a17241ad9a2d580bf16e48b-1024x576.jpg,3/20/2024,26.0444446,-111.6660725
"Scenery in Dongchuan Red Soil (Hongtudi) Kunming, Yunnan Province, China",https://windows10spotlight.com/wp-content/uploads/2021/02/4aa9ad0841b6af02cdbad6d61dba0a38-1024x576.jpg,2/15/2021,26.0829399,103.18773
"Blue sky and the spectacular coast, Okinawa Island, Japan",https://windows10spotlight.com/wp-content/uploads/2022/08/c504c31d31516a6c37f4decf8bd1bfb4-1024x576.jpg,8/21/2022,26.1201911,127.7025012
"Naples beach amazing sunset and calm ocean, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2018/07/0e23c8e4fade7561d43aef342865ffc1-1024x576.jpg,7/30/2018,26.13360337,-81.80743133
"Colonnade at the entrance of the Hathor Temple at the Dendera Temple Complex, Egypt",https://windows10spotlight.com/wp-content/uploads/2022/11/893901924df02ba21c362c0e125dcf21-1024x576.jpg,11/2/2022,26.1419375,32.6702031
"Aerial view over tropical islands, Kerama island chain in Okinawa, Japan",https://windows10spotlight.com/wp-content/uploads/2019/05/165eaca3fbd0baea07ab796ef8028445-1024x576.jpg,5/25/2019,26.2020045,127.3574157
"Blue painted building, Jodhpur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2017/09/1f537cbcdf7b6b7a7c685738de8f921a-1024x576.jpg,9/8/2017,26.2389469,73.0243094
"Yinlianzhui Waterfall near Anshun, Guizhou Province, China",https://windows10spotlight.com/wp-content/uploads/2017/11/bc85d4568660b66b8fea5c01ad2d75ab-1024x576.jpg,11/7/2017,26.2536699,105.9462
"Close-up of an American flamingo (Phoenicopterus ruber), Bonita Springs, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2023/08/3d827f5f5d4cbe14a3f89c8d16831f7a-1024x576.jpg,8/25/2023,26.3305585,-81.8009676
"Straw huts on Libyan Sahara desert, Libya",https://windows10spotlight.com/wp-content/uploads/2017/08/9bc890addbd5cfa696c33d414ca4fbc2-1024x576.jpg,8/9/2017,26.3351,17.228331
"Sunset over Zakimi Castle, Yomitan, Okinawa, Japan",https://windows10spotlight.com/wp-content/uploads/2021/06/947d927f4e361965a024dd2f8eaec601-1024x576.jpg,6/23/2021,26.4083982,127.7417305
"Ibises (Threskiornithinae) on the beach of Sanibel Island, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2023/02/653382befbe5a96daebf0930c9366c71-1024x576.jpg,2/8/2023,26.4323256,-82.0511261
"Majestic Great Blue Heron on the shore in Fort Myers Beach on the west coast of Florida, USA",https://windows10spotlight.com/wp-content/uploads/2025/12/0cea75a5a22edacbc12f355240cbc636-1024x576.jpg,10/22/2025,26.4520248,-81.948145
"Amazing sunrise colors with reflection on calm waters at Fort Myers Beach, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2024/01/1d7e63ce08d73b7c9452ea72bf347116-1024x576.jpg,1/21/2024,26.4520248,-81.948145
"Golden langur in Kakoijana Reserved Forest of Assam, India",https://windows10spotlight.com/wp-content/uploads/2023/08/e9f3ffff35166c5cb46556e047222860-1024x576.jpg,8/23/2023,26.4547552,90.6302883
"Cape Manzamo cliff during sunset, Okinawa Island, Japan",https://windows10spotlight.com/wp-content/uploads/2022/07/cec33e8b133d88a93731e4d8f9dccce4-1024x576.jpg,7/16/2022,26.5052353,127.8504781
"Bridge in Zhenyuan Ancient Town, Kaili, Guizhou, China",https://windows10spotlight.com/wp-content/uploads/2018/05/f08db1a1222b3e4cfc4d0cf23c6d3b82-1024x576.jpg,5/9/2018,26.5675599,107.9804
"Umm el Ma (Mother of the Water) oasis lake in Fezzan Awbari (Ubari), Sahara Desert, Libya",https://windows10spotlight.com/wp-content/uploads/2020/12/d132196f7e90374051a58eaace36e073-1024x576.jpg,12/24/2020,26.5810176,12.7939759
"Oasis Umm-al-maa in Sahara Desert, Ubari Lakes, Libya",https://windows10spotlight.com/wp-content/uploads/2017/08/04a6e0ecc1e6abf8b7aea707d7131c1b-1024x576.jpg,8/19/2017,26.5810176,12.7939759
"Sandstone rock formation in Al-ʿUla, Saudi Arabia",https://windows10spotlight.com/wp-content/uploads/2020/03/a199e66b428d145615f444a459a8c0ef-1024x576.jpg,3/11/2020,26.6031391,37.929482
"Sunrise at Lake Worth Pier at Lake Worth Beach, Palm Beach County, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2020/09/acd4dadffa590eef1ff6542e2db7554a-1024x576.jpg,9/14/2020,26.6128421,-80.0369488
"Great Bahama Bank aerial view, Bahamas",https://windows10spotlight.com/wp-content/uploads/2020/05/17aeec83cdaa5d79a1901b07be4e5b52-1024x576.jpg,5/23/2020,26.659447,-78.52065
"Sea of Cortez or Gulf of California at sunset, Baja, Mexico",https://windows10spotlight.com/wp-content/uploads/2017/11/d3d41d48b99f2509116110fae99ef7d8-1024x576.jpg,11/7/2017,26.7312935,-110.7122465
"Nabatean carved tombs in Mada'in Saleh or Hegra, Al-`Ula, Saudi Arabia",https://windows10spotlight.com/wp-content/uploads/2020/03/01b2fce96e0eebe1604536239446e995-1024x576.jpg,3/23/2020,26.8018076,37.9567292
"Tomb carved in sandstone at Hegra or Mada'in Saleh site, Al-ʿUla, Saudi Arabia",https://windows10spotlight.com/wp-content/uploads/2020/05/4a9982539d846b1b22d743ce7a8f0714-1024x576.jpg,5/10/2020,26.8040118,37.9572703
"Rock formation near El Agabat, Libyan Desert, White Desert National Park, Egypt",https://windows10spotlight.com/wp-content/uploads/2021/03/4300c749455eaf1b20c9a02223021c21-1024x576.jpg,3/15/2021,26.820553,30.802498
"White Desert, Sahara, Egypt",https://windows10spotlight.com/wp-content/uploads/2021/01/ce8b19471211290c86a8bcb215bce352-1024x576.jpg,1/30/2021,26.820553,30.802498
"Golden butterflyfish swimming past Lyretail anthias or Goldies and soft corals, Egypt, Red Sea",https://windows10spotlight.com/wp-content/uploads/2018/10/b729b0cbe93b9000e0ad542ef92d51a2-1024x576.jpg,10/22/2018,26.820553,30.802498
Cloud patterns cast eerie shadows on landscape of southern Egypt in satellite image,https://windows10spotlight.com/wp-content/uploads/2018/07/79cebc1a35d512a3f95e529ec3d00aef-1024x576.jpg,7/13/2018,26.820553,30.802498
Sunset over the western part of The Sahara Desert in Egypt,https://windows10spotlight.com/wp-content/uploads/2017/06/68714fc301d4064de381060c0f50e99a-1024x576.jpg,6/27/2017,26.820553,30.802498
"Coral reef with golden butterflyfish (Chaetodon semilarvatus), Red Sea, Egypt",https://windows10spotlight.com/wp-content/uploads/2017/06/3c8e587595d1332fc9a984168a092f20-1024x576.jpg,6/23/2017,26.820553,30.802498
"Sunset over The Western Sahara Desert in Africa, Egypt",https://windows10spotlight.com/wp-content/uploads/2017/05/702b63ac583acc8c13ccd8d6b1e2d621-1024x576.jpg,5/29/2017,26.820553,30.802498
"Clouds over Babcock-Webb Wildlife Management Area in Punta Gorda, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2020/04/9e7620cf9e0a090690c5e243ab24f290-1024x576.jpg,4/3/2020,26.8578247,-81.962312
"The First Bend of Yangtze River, Shiguzhen near Lijiang, Yunnan, China",https://windows10spotlight.com/wp-content/uploads/2020/10/9d86916d4e0d558e013c170d2ef20e64-1024x576.jpg,10/17/2020,26.868156,99.962104
"Medieval architecture at sunrise in Gadi Sagar lake, Jaisalmer, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2025/12/3132d5927700a75b38e71d2e8809dc6d-1024x576.jpg,10/12/2025,26.9085788,70.9231001
"Hawa Mahal palace in night, Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2024/04/51a8982f014c2971388d25ac32b126bd-1024x576.jpg,4/17/2024,26.9240458,75.8267144
"Structures for observation in Jantar Mantar Astrological Park, Jaipur, India",https://windows10spotlight.com/wp-content/uploads/2020/10/39bf703d513f41a827853cab8acb6b03-1024x576.jpg,10/19/2020,26.924762,75.82456
"Trail through forest, Jupiter, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2017/10/50b1766ea730e31c3772aa8350f41aed-1024x576.jpg,10/8/2017,26.9345824,-80.1255017
"Hawa Mahal (Palace of the Winds) in Jaipur, India",https://windows10spotlight.com/wp-content/uploads/2020/10/e2e13995db970d35f3904fb3e2637730-1024x576.jpg,10/1/2020,26.9374482,75.8348039
"Water Palace Jal Mahal in the middle of Man Sager Lake at evening, Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2024/05/92e4172ca5366a8f4bee9c52178ed701-1024x576.jpg,5/1/2024,26.9534584,75.8461235
"Jal Mahal (Water Palace) on Man Sagar Lake in the evening twilight, Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2021/02/b6fd258c51c61dd2077fe5fec40ceae4-1024x576.jpg,2/21/2021,26.9534584,75.8461235
"Sunrise over the Jal Mahal water palace, Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2017/11/89a710e394c0b59463ebc076547fe136-1024x576.jpg,11/4/2017,26.9534584,75.8461235
"Amber Fort in twilight, Amer, Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2024/08/597b4197aebf128b6ddf6409a3682abc-1024x576.jpg,8/3/2024,26.9854865,75.8513454
"The incredible Amber Fort near Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2017/11/440f32739e7cb1f0a40127c7bc387eb1-1024x576.jpg,11/15/2017,26.9854865,75.8513454
"Diwan-i-Aam or Hall of Public Audience at Amber Fort, Jaipur, Rajasthan, India",https://windows10spotlight.com/wp-content/uploads/2024/07/e3152ab7125d4511c55eb7303b96649e-1024x576.jpg,7/22/2024,26.9880088,75.861032
"View of Kangchenjunga peak from Tiger Hill, Darjeeling, West Bengal, India",https://windows10spotlight.com/wp-content/uploads/2019/06/9e9806af9c9aa2749199ef1c3e5c243a-1024x576.jpg,6/16/2019,26.9966667,88.2944444
"A Killdeer in flight above the pond at the Venice Area Audubon Rookery, Venice, Florida, USA",https://windows10spotlight.com/wp-content/uploads/2023/03/c65d2bf6e5d141593c939720ee6ba52e-1024x576.jpg,3/3/2023,27.045549,-82.4008244
"Rock formation with limestone cliffs and dunes, White Desert National Park, Farafra, Egypt",https://windows10spotlight.com/wp-content/uploads/2024/08/f25636b5416735cda91aba1c31b9acea-1024x576.jpg,8/29/2024,27.0567362,27.9702964
"Rock formations at White Desert National Park near Farafra Oasis, Libyan Desert, Sahara, Egypt",https://windows10spotlight.com/wp-content/uploads/2020/12/bf7e3f91c75f736420d54c18d96fb13d-1024x576.jpg,12/28/2020,27.0567362,27.9702964
"Mushroom Rock with Chicken in White Desert National Park, Farafra, Egypt",https://windows10spotlight.com/wp-content/uploads/2018/07/7cbc81fb0a83d1828f794d4739432593-1024x576.jpg,7/13/2018,27.0567362,27.9702964
